,Manufacturer Identification Number,Model Identification Numer,HSN_TSN,No. Of Driving Axles,max. Length,max. Width,max. Height,max. Gross Vehicle Weight,Manufacturer,Commercial Name,Type,Wheelbase,Power/Weight Ratio,Seats,Fuel Code,max. Top Speed,Fuel Type
14658,588,ARK,588_ARK,1,5049,1874,1492,2280,AUDI,"A6 Avant,AUDI A6",4G,2921,0.0755813953488372,5,2,222, Diesel
14659,588,ARL,588_ARL,1,5049,1874,1492,2290,AUDI,"A6 Avant,AUDI A6",4G,2921,0.0872093023255814,5,1,232,Petrol
14660,588,ARM,588_ARM,2,5049,1874,1492,2360,AUDI,"A6 Avant,AUDI A6",4G,2921,0.08174386920980926,5,1,230,Petrol
14661,588,ARN,588_ARN,2,5049,1874,1492,2420,AUDI,"A6 Avant,AUDI A6",4G,2921,0.11796246648793565,5,1,250,Petrol
14662,588,ARO,588_ARO,2,5049,1898,1544,2505,AUDI,"A6 allroad quattro,A6 Ava",4G,2921,0.07905138339920949,5,2,230, Diesel
14663,588,ARP,588_ARP,2,5049,1898,1544,2530,AUDI,"A6 allroad quattro,A6 Ava",4G,2921,0.09424083769633508,5,2,243, Diesel
14664,588,ARQ,588_ARQ,2,5217,2000,1772,3175,AUDI,"Q7,AUDI Q7",4L,3013,0.07547169811320754,7,2,219, Diesel
14665,588,ARR,588_ARR,2,4744,1934,1665,2495,AUDI,"Q5 hybrid,AUDI Q5 HYBRID",8R2,2818,0.0779874213836478,5,8,225,Hybrid Petrol/Electric
14666,588,ARS,588_ARS,2,5070,1911,1430,2395,AUDI,"A7 Sportback,AUDI A7",4G,2922,0.08064516129032258,5,2,235, Diesel
14667,588,ART,588_ART,1,5049,1874,1492,2280,AUDI,"A6 Avant,AUDI A6",4G,2921,0.06976744186046512,5,2,217, Diesel
14668,588,ARU,588_ARU,1,5049,1874,1478,2145,AUDI,"A6 Limousine,AUDI A6",4G,2921,0.08110599078341015,5,1,232,Petrol
14669,588,ARV,588_ARV,2,5217,2000,1772,3045,AUDI,"Q7,AUDI Q7",4L1,3013,0.0759493670886076,5,2,219, Diesel
14670,588,ARW,588_ARW,1,5049,1874,1492,2280,AUDI,"A6 Avant,AUDI A6",4G1,2921,0.07172413793103448,5,2,222, Diesel
14671,588,ARX,588_ARX,1,5049,1874,1492,2280,AUDI,"A6 Avant,AUDI A6",4G1,2921,0.06620689655172414,5,2,217, Diesel
14672,588,ARY,588_ARY,2,5070,1911,1544,2505,AUDI,"A7 Sportback,A6 allroad q",4G1,2922,0.07518796992481203,5,2,235, Diesel
14673,588,ARZ,588_ARZ,1,4732,1854,1388,1995,AUDI,"A5 Coupé,AUDI A5",B8,2758,0.08346709470304976,4,2,230, Diesel
14674,588,ASA,588_ASA,1,4732,1854,1388,2065,AUDI,"A5 Coupé,AUDI A5",B8,2758,0.09216589861751152,4,2,244, Diesel
14675,588,ASB,588_ASB,2,4732,1854,1388,2195,AUDI,"A5 Coupé,AUDI A5",B8,2758,0.10434782608695652,4,2,250, Diesel
14676,588,ASC,588_ASC,2,4732,1854,1388,2175,AUDI,"S5 Coupé,AUDI S5",B8,2758,0.14,4,1,250,Petrol
14677,588,ASD,588_ASD,1,4807,1854,1401,2075,AUDI,"A5 Sportback,AUDI A5",B8,2817,0.07898894154818326,5,1,230,Petrol
14678,588,ASE,588_ASE,1,4807,1854,1401,2090,AUDI,"A5 Sportback,AUDI A5",B8,2817,0.0811232449297972,5,2,228, Diesel
14679,588,ASF,588_ASF,1,4807,1854,1401,2170,AUDI,"A5 Sportback,AUDI A5",B8,2817,0.08915304606240713,5,2,240, Diesel
14680,588,ASG,588_ASG,2,4807,1854,1401,2300,AUDI,"A5 Sportback,AUDI A5",B8,2817,0.10112359550561797,5,2,250, Diesel
14681,588,ASH,588_ASH,1,4732,1854,1393,2155,AUDI,"A5 Cabriolet,AUDI A5 CABR",B8,2758,0.072992700729927,4,1,222,Petrol
14682,588,ASI,588_ASI,1,4732,1854,1393,2180,AUDI,"A5 Cabriolet,AUDI A5 CABR",B8,2758,0.0746054519368723,4,2,222, Diesel
14683,588,ASJ,588_ASJ,1,4732,1854,1393,2260,AUDI,"A5 Cabriolet,AUDI A5 CABR",B8,2758,0.08174386920980926,4,2,230, Diesel
14684,588,ASK,588_ASK,2,4732,1854,1393,2400,AUDI,"A5 Cabriolet,AUDI A5 CABR",B8,2758,0.09242618741976893,4,2,250, Diesel
14685,588,ASL,588_ASL,2,4463,1851,1618,2155,AUDI,"Q3,AUDI Q3",8U,2601,0.07776049766718507,5,1,212,Petrol
14686,588,ASM,588_ASM,2,4463,1851,1618,2165,AUDI,"Q3,AUDI Q3",8U,2601,0.09451219512195122,5,1,230,Petrol
14687,588,ASN,588_ASN,1,4463,1851,1618,2045,AUDI,"Q3,AUDI Q3",8U,2601,0.06776315789473684,5,2,202, Diesel
14688,588,ASO,588_ASO,2,4463,1851,1618,2185,AUDI,"Q3,AUDI Q3",8U,2601,0.07854984894259819,5,2,215, Diesel
14689,588,ASP,588_ASP,1,3992,1740,1441,1640,AUDI,"A1,AUDI A1",8X,2459,0.07905138339920949,4,2,214, Diesel
14690,588,ASQ,588_ASQ,1,3992,1740,1441,1640,AUDI,"A1,AUDI A1",8X,2459,0.08300395256916997,4,2,217, Diesel
14691,588,ASR,588_ASR,2,4463,1851,1597,2185,AUDI,"Q3,AUDI Q3",8U,2601,0.07530120481927711,5,2,210, Diesel
14692,588,ASS,588_ASS,2,4463,1851,1618,2185,AUDI,"Q3,AUDI Q3",8U,2601,0.07228915662650602,5,2,209, Diesel
14693,588,AST,588_AST,1,5049,1874,1492,2260,AUDI,"A6 Avant,AUDI A6",4G,2921,0.07799113737075332,5,1,224,Petrol
14694,588,ASU,588_ASU,1,5049,1874,1492,2260,AUDI,"A6 Avant,AUDI A6",4G1,2921,0.07394957983193277,5,1,224,Petrol
14695,588,ASV,588_ASV,1,4496,1871,1618,2115,AUDI,"Q3,AUDI Q3",8U,2601,0.06430868167202572,5,2,202, Diesel
14696,588,ASW,588_ASW,2,4825,1841,1501,2240,AUDI,"A4 allroad quattro,A4 Ava",B8,2817,0.07602339181286549,5,2,222, Diesel
14697,588,ASX,588_ASX,1,4825,1826,1463,2145,AUDI,A4 Avant,B8,2820,0.07975460122699386,5,2,222, Diesel
14698,588,ASY,588_ASY,1,4825,1826,1443,2070,AUDI,A4 Limousine,B8,2820,0.08253968253968254,5,2,230, Diesel
14699,588,ASZ,588_ASZ,2,4732,1854,1388,2075,AUDI,A5 Coupé,B8,2758,0.07975460122699386,4,2,228, Diesel
14700,588,ATA,588_ATA,2,4807,1854,1401,2175,AUDI,A5 Sportback,B8,2817,0.07738095238095238,5,2,223, Diesel
14701,588,ATB,588_ATB,1,4825,1826,1463,2100,AUDI,A4 Avant,B8,2820,0.07886435331230283,5,1,230,Petrol
14702,588,ATC,588_ATC,1,4825,1826,1443,2020,AUDI,A4 Limousine,B8,2820,0.08196721311475409,5,1,230,Petrol
14703,588,ATD,588_ATD,2,4825,1826,1443,2280,AUDI,A4 Limousine,B8,2820,0.10227272727272728,5,2,250, Diesel
14704,588,ATE,588_ATE,2,4732,1854,1393,2350,AUDI,A5 Cabriolet,B8,2758,0.1038961038961039,4,1,250,Petrol
14705,588,ATF,588_ATF,2,4732,1854,1388,2150,AUDI,A5 Coupé,B8,2758,0.11594202898550725,4,1,250,Petrol
14706,588,ATG,588_ATG,2,4807,1854,1401,2265,AUDI,A5 Sportback,B8,2818,0.11173184357541899,5,1,250,Petrol
14707,588,ATH,588_ATH,2,5049,1874,1478,2400,AUDI,"A6 Limousine,AUDI A6",4G,2921,0.12332439678284182,5,2,250, Diesel
14708,588,ATI,588_ATI,2,5049,1898,1544,2560,AUDI,"A6 allroad quattro,A6 Ava",4G,2921,0.11749680715197956,5,2,250, Diesel
14709,588,ATJ,588_ATJ,2,5070,1911,1430,2460,AUDI,"A7 Sportback,AUDI A7",4G,2922,0.11948051948051948,5,2,250, Diesel
14710,588,ATK,588_ATK,2,5250,1949,1470,2590,AUDI,S8,4H,2994,0.1856622114216282,5,1,250,Petrol
14711,588,ATL,588_ATL,1,5047,1874,1455,2320,AUDI,A6 Limousine hybrid,4G2,2921,0.08401084010840108,5,8,240,Hybrid Petrol/Electric
14712,588,ATM,588_ATM,1,5378,1949,1481,2520,AUDI,"A8 hybrid,A8 L hybrid",4H2,3122,0.07868020304568528,5,8,235,Hybrid Petrol/Electric
14713,588,ATN,588_ATN,2,4463,1851,1618,2175,AUDI,"Q3,AUDI Q3",8U1,2601,0.07429420505200594,5,1,212,Petrol
14714,588,ATO,588_ATO,2,4463,1851,1597,2205,AUDI,"Q3,AUDI Q3",8U1,2601,0.07530120481927711,5,2,210, Diesel
14715,588,ATP,588_ATP,2,4463,1851,1618,2205,AUDI,"Q3,AUDI Q3",8U1,2601,0.0755813953488372,5,2,215, Diesel
14716,588,ATQ,588_ATQ,2,4463,1851,1618,2205,AUDI,"Q3,AUDI Q3",8U1,2601,0.06956521739130435,5,2,209, Diesel
14717,588,ATR,588_ATR,2,4463,1851,1618,2185,AUDI,"Q3,AUDI Q3",8U1,2601,0.09090909090909091,5,1,230,Petrol
14718,588,ATS,588_ATS,1,4496,1871,1618,2135,AUDI,"Q3,AUDI Q3",8U1,2601,0.06269592476489028,5,2,202, Diesel
14719,588,ATT,588_ATT,1,4463,1851,1618,2065,AUDI,"Q3,AUDI Q3",8U1,2601,0.064576802507837,5,2,202, Diesel
14720,588,ATU,588_ATU,2,5267,1949,1481,4250,AUDI,"A8 L W12,A8 L,AUDI A8L",4H,3122,0.09912457912457913,4,1,210,Petrol
14721,588,ATV,588_ATV,2,4825,1854,1501,2370,AUDI,"A5 Sportback,A4 allroad q",B81,2817,0.09690444145356662,5,2,250, Diesel
14722,588,ATW,588_ATW,1,4825,1854,1463,2195,AUDI,"A5 Sportback,A4 Avant,AUD",B81,2817,0.0763582966226138,5,2,228, Diesel
14723,588,ATX,588_ATX,1,4825,1854,1463,2150,AUDI,"A5 Sportback,A4 Avant,AUD",B81,2817,0.0748502994011976,5,1,230,Petrol
14724,588,ATY,588_ATY,1,4825,1854,1463,2260,AUDI,"A5 Sportback,A4 Avant,AUD",B81,2817,0.08498583569405099,5,2,240, Diesel
14725,588,ATZ,588_ATZ,2,5070,1911,1544,2560,AUDI,"A7 Sportback,A6 allroad q",4G1,2922,0.11192214111922141,5,2,250, Diesel
14726,588,AUB,588_AUB,2,4825,1826,1443,2145,AUDI,A4 Limousine,B8,2817,0.07866868381240545,5,2,228, Diesel
14727,588,AUC,588_AUC,1,4825,1826,1443,2140,AUDI,A4 Limousine,B8,2820,0.09049773755656108,5,2,244, Diesel
14728,588,AUD,588_AUD,1,4825,1826,1463,2210,AUDI,A4 Avant,B8,2820,0.08797653958944282,5,2,235, Diesel
14729,588,AUE,588_AUE,2,4825,1841,1501,2365,AUDI,"A4 allroad quattro,A4 Ava",B8,2820,0.0993103448275862,5,2,250, Diesel
14730,588,AUF,588_AUF,2,4732,1854,1393,2220,AUDI,A5 Cabriolet,B8,2758,0.07242339832869081,4,2,221, Diesel
14731,588,AUG,588_AUG,1,4720,1854,1393,2155,AUDI,A5 Cabriolet,B8,2758,0.06069364161849711,4,2,210, Diesel
14732,588,AUH,588_AUH,2,4825,1826,1443,2215,AUDI,A4 Limousine,B8,2817,0.11510791366906475,5,1,250,Petrol
14733,588,AUI,588_AUI,2,4825,1826,1463,2285,AUDI,A4 Avant,B8,2817,0.11173184357541899,5,1,250,Petrol
14734,588,AUJ,588_AUJ,1,3992,1746,1448,1575,AUDI,A1 Sportback,8X,2457,0.05526315789473684,5,1,180,Petrol
14735,588,AUK,588_AUK,1,3992,1746,1448,1660,AUDI,A1 Sportback,8X,2457,0.07422680412371134,5,1,203,Petrol
14736,588,AUL,588_AUL,1,3992,1746,1448,1695,AUDI,A1 Sportback,8X,2457,0.05290581162324649,5,2,182, Diesel
14737,588,AUM,588_AUM,1,3992,1746,1448,1675,AUDI,A1 Sportback,8X,2457,0.062096774193548386,5,2,190, Diesel
14738,588,AUN,588_AUN,1,3992,1746,1448,1705,AUDI,A1 Sportback,8X,2457,0.10542635658914729,5,1,227,Petrol
14739,588,AUO,588_AUO,1,3992,1746,1448,1705,AUDI,A1 Sportback,8X,2457,0.07751937984496124,5,2,214, Diesel
14740,588,AUP,588_AUP,1,3992,1746,1448,1705,AUDI,A1 Sportback,8X,2457,0.08139534883720931,5,2,217, Diesel
14741,588,AUQ,588_AUQ,2,4825,1854,1501,2290,AUDI,"A5 Sportback,A4 allroad q",B81,2817,0.07323943661971831,5,2,223, Diesel
14742,588,AUR,588_AUR,2,4825,1854,1463,2335,AUDI,"A5 Sportback,A4 Avant",B81,2817,0.10652463382157124,5,1,250,Petrol
14743,588,AUS,588_AUS,2,4463,1851,1618,2170,AUDI,Q3,8U,2601,0.06328725038402458,5,2,199, Diesel
14744,588,AUT,588_AUT,1,5056,1874,1492,2355,AUDI,A6 Avant,4G,2921,0.05689900426742532,5,2,204, Diesel
14745,588,AUU,588_AUU,1,5057,1874,1478,2240,AUDI,A6 Limousine,4G,2921,0.059084194977843424,5,2,209, Diesel
14746,588,AUV,588_AUV,2,4463,1851,1618,2190,AUDI,Q3,8U1,2601,0.0604992657856094,5,2,199, Diesel
14747,588,AUW,588_AUW,1,5056,1874,1492,2355,AUDI,A6 Avant,4G1,2921,0.05517241379310345,5,2,204, Diesel
14748,588,AUX,588_AUX,1,3992,1740,1441,1570,AUDI,A1,8X,2459,0.0865546218487395,4,1,212,Petrol
14749,588,AUY,588_AUY,2,3987,1740,1441,1790,AUDI,A1 quattro,8X,2459,0.12832764505119454,4,1,245,Petrol
14750,588,AUZ,588_AUZ,2,4825,1826,1463,2130,AUDI,A4 Avant,B8,2817,0.0764525993883792,5,1,220,Petrol
14751,588,AVA,588_AVA,2,4825,1826,1443,2055,AUDI,A4 Limousine,B8,2817,0.07911392405063292,5,1,229,Petrol
14752,588,AVB,588_AVB,2,5049,1898,1544,2505,AUDI,"A6 allroad quattro,A6 Ava",4G,2921,0.12015810276679842,5,1,250,Petrol
14753,588,AVC,588_AVC,2,5049,1874,1492,2580,AUDI,S6 Avant,4G,2917,0.15259259259259259,5,1,250,Petrol
14754,588,AVD,588_AVD,2,5049,1874,1478,2505,AUDI,S6 Limousine,4G,2917,0.15685279187817258,5,1,250,Petrol
14755,588,AVE,588_AVE,2,5070,1911,1430,2555,AUDI,S7 Sportback,4G,2916,0.15297029702970297,5,1,250,Petrol
14756,588,AVF,588_AVF,2,5344,1949,1468,2595,AUDI,"A8,A8 L",4H,3122,0.1548872180451128,5,1,250,Petrol
14757,588,AVG,588_AVG,2,5070,1911,1544,2505,AUDI,"A7 Sportback,A6 allroad q",4G1,2922,0.11414267834793491,5,1,250,Petrol
14758,588,AVH,588_AVH,1,4362,1777,1468,1730,AUDI,A3,8V,2585,0.062348178137651825,5,1,193,Petrol
14759,588,AVI,588_AVI,1,4362,1777,1468,1755,AUDI,A3,8V,2585,0.07142857142857142,5,1,205,Petrol
14760,588,AVJ,588_AVJ,1,4362,1777,1468,1765,AUDI,A3,8V,2585,0.08078431372549019,5,1,213,Petrol
14761,588,AVK,588_AVK,1,4362,1777,1468,1810,AUDI,A3,8V,2585,0.10038022813688213,5,1,235,Petrol
14762,588,AVL,588_AVL,2,4362,1777,1468,1910,AUDI,A3,8V,2585,0.09295774647887324,5,1,228,Petrol
14763,588,AVM,588_AVM,2,4362,1777,1468,1985,AUDI,"S3,A3",8V,2592,0.14882154882154883,5,1,250,Petrol
14764,588,AVN,588_AVN,1,4362,1777,1468,1810,AUDI,A3,8V,2585,0.05855513307984791,5,2,195, Diesel
14765,588,AVO,588_AVO,1,4362,1777,1468,1870,AUDI,A3,8V,2586,0.08043875685557587,5,2,218, Diesel
14766,588,AVP,588_AVP,2,4362,1777,1468,1920,AUDI,A3,8V,2586,0.07678883071553229,5,2,214, Diesel
14767,588,AVQ,588_AVQ,1,4362,1777,1468,1850,AUDI,A3,8V,2586,0.09908256880733946,5,2,234, Diesel
14768,588,AVR,588_AVR,2,4362,1777,1468,1980,AUDI,A3,8V,2586,0.09121621621621621,5,2,230, Diesel
14769,588,AVS,588_AVS,2,4744,1934,1665,2380,AUDI,Q5,8R,2816,0.09065934065934066,5,1,222,Petrol
14770,588,AVT,588_AVT,2,4744,1934,1665,2460,AUDI,Q5,8R,2816,0.10416666666666667,5,1,234,Petrol
14771,588,AVU,588_AVU,2,4744,1934,1665,2440,AUDI,Q5,8R,2816,0.06961178045515395,5,2,204, Diesel
14772,588,AVV,588_AVV,2,4744,1934,1665,2480,AUDI,Q5,8R,2816,0.09278350515463918,5,2,225, Diesel
14773,588,AVW,588_AVW,2,5049,1874,1478,2350,AUDI,A6 Limousine,4G,2921,0.12442019099590723,5,1,250,Petrol
14774,588,AVX,588_AVX,2,5070,1911,1430,2395,AUDI,A7 Sportback,4G,2922,0.12258064516129032,5,1,250,Petrol
14775,588,AVY,588_AVY,2,5070,1911,1492,2580,AUDI,"S7 Sportback,S6 Avant",4G1,2917,0.14644549763033177,5,1,250,Petrol
14776,588,AVZ,588_AVZ,2,4825,1826,1463,2180,AUDI,A4 Avant,B81,2817,0.07267441860465117,5,1,220,Petrol
14777,588,AWA,588_AWA,1,4362,1777,1468,1840,AUDI,A3,8V,2585,0.07749077490774908,5,2,213, Diesel
14778,588,AWB,588_AWB,2,4744,1934,1665,2585,AUDI,"SQ5 TDI,SQ5,Q5",8R,2818,0.11302211302211303,5,2,250, Diesel
14779,588,AWC,588_AWC,2,4744,1934,1665,2490,AUDI,Q5,8R1,2816,0.08856088560885608,5,2,225, Diesel
14780,588,AWD,588_AWD,2,4744,1934,1665,2450,AUDI,Q5,8R1,2816,0.06658130601792574,5,2,204, Diesel
14781,588,AWE,588_AWE,2,4744,1934,1665,2390,AUDI,Q5,8R1,2816,0.08616187989556136,5,1,222,Petrol
14782,588,AWF,588_AWF,2,4744,1934,1665,2470,AUDI,Q5,8R1,2816,0.09937888198757763,5,1,234,Petrol
14783,588,AWG,588_AWG,2,5267,1949,1467,4210,AUDI,A8 L,4H,3122,0.08385345997286296,4,1,210,Petrol
14784,588,AWH,588_AWH,1,4425,1785,1477,1785,AUDI,"A3 Sportback,A3",8V,2620,0.06976744186046512,5,1,205,Petrol
14785,588,AWI,588_AWI,1,4425,1785,1477,1840,AUDI,"A3 Sportback,A3",8V,2620,0.09814126394052045,5,1,235,Petrol
14786,588,AWJ,588_AWJ,1,4425,1785,1477,1955,AUDI,"A3 Sportback,A3",8V,2621,0.07801418439716312,5,2,218, Diesel
14787,588,AWK,588_AWK,1,3992,1746,1448,1655,AUDI,A1 Sportback,8X,2457,0.08477366255144032,5,1,212,Petrol
14788,588,AWL,588_AWL,1,4425,1785,1477,1760,AUDI,A3 Sportback,8V,2620,0.06086956521739131,5,1,193,Petrol
14789,588,AWM,588_AWM,1,4425,1785,1477,1795,AUDI,A3 Sportback,8V,2620,0.0789272030651341,5,1,213,Petrol
14790,588,AWN,588_AWN,2,4425,1785,1477,1940,AUDI,A3 Sportback,8V,2620,0.0910344827586207,5,1,228,Petrol
14791,588,AWO,588_AWO,2,4425,1785,1477,2015,AUDI,S3 Sportback,8V,2626,0.14587458745874587,5,1,250,Petrol
14792,588,AWP,588_AWP,1,4425,1785,1477,1840,AUDI,"A3 Sportback,A3",8V,2620,0.05724907063197026,5,2,195, Diesel
14793,588,AWQ,588_AWQ,2,4425,1785,1477,1950,AUDI,A3 Sportback,8V,2621,0.07521367521367521,5,2,214, Diesel
14794,588,AWR,588_AWR,1,4425,1785,1477,1880,AUDI,A3 Sportback,8V,2621,0.09694793536804308,5,2,234, Diesel
14795,588,AWS,588_AWS,2,4425,1785,1477,2045,AUDI,A3 Sportback,8V,2621,0.08866995073891626,5,2,230, Diesel
14796,588,AWT,588_AWT,1,4463,1851,1618,2090,AUDI,Q3,8U,2601,0.08306709265175719,5,2,218, Diesel
14797,588,AWU,588_AWU,2,4362,1777,1468,1975,AUDI,"S3,A3",8V,2592,0.13918918918918918,5,1,250,Petrol
14798,588,AWV,588_AWV,2,4744,1934,1665,2550,AUDI,"SQ5 TDI,Q5",8R1,2818,0.11097708082026538,5,2,250, Diesel
14799,588,AWW,588_AWW,1,4463,1851,1618,2110,AUDI,Q3,8U1,2601,0.07975460122699386,5,2,218, Diesel
14800,588,AWX,588_AWX,1,4551,1796,1441,1785,AUDI,A3 Limousine,8V,2618,0.07104247104247104,5,1,212,Petrol
14801,588,AWY,588_AWY,1,4551,1796,1441,1800,AUDI,A3 Limousine,8V,2618,0.07803030303030303,5,1,219,Petrol
14802,588,AWZ,588_AWZ,1,4551,1796,1441,1845,AUDI,A3 Limousine,8V,2618,0.09723756906077348,5,1,242,Petrol
14803,588,AXA,588_AXA,2,4551,1796,1441,1945,AUDI,A3 Limousine,8V,2618,0.09025641025641026,5,1,235,Petrol
14804,588,AXB,588_AXB,1,4551,1796,1441,1840,AUDI,A3 Limousine,8V,2618,0.056721915285451195,5,2,198, Diesel
14805,588,AXC,588_AXC,1,4573,1796,1441,1950,AUDI,A3 Limousine,8V,2618,0.07760141093474426,5,2,224, Diesel
14806,588,AXD,588_AXD,2,4573,1796,1441,1950,AUDI,A3 Limousine,8V,2618,0.07470288624787776,5,2,224, Diesel
14807,588,AXE,588_AXE,1,4825,1826,1443,2035,AUDI,A4 Limousine,B8,2817,0.10696920583468396,5,1,250,Petrol
14808,588,AXF,588_AXF,2,4825,1826,1443,2120,AUDI,A4 Limousine,B8,2817,0.10153846153846154,5,1,250,Petrol
14809,588,AXG,588_AXG,1,4825,1826,1443,2125,AUDI,A4 Limousine,B8,2817,0.0686427457098284,5,2,216, Diesel
14810,588,AXH,588_AXH,2,4825,1826,1443,2165,AUDI,A4 Limousine,B8,2817,0.06616541353383458,5,2,215, Diesel
14811,588,AXI,588_AXI,1,4807,1854,1401,2155,AUDI,A5 Sportback,B8,2817,0.0672782874617737,5,2,212, Diesel
14812,588,AXJ,588_AXJ,1,4807,1854,1401,2080,AUDI,A5 Sportback,B8,2817,0.10377358490566038,5,1,250,Petrol
14813,588,AXK,588_AXK,2,4807,1854,1401,2165,AUDI,A5 Sportback,B8,2817,0.09895052473763119,5,1,245,Petrol
14814,588,AXL,588_AXL,1,4825,1826,1463,2110,AUDI,A4 Avant,B8,2817,0.10328638497652583,5,1,245,Petrol
14815,588,AXM,588_AXM,2,4825,1841,1501,2220,AUDI,"A4 allroad quattro,A4 Ava",B8,2817,0.09777777777777778,5,1,240,Petrol
14816,588,AXN,588_AXN,1,4825,1826,1463,2200,AUDI,A4 Avant,B8,2817,0.06636500754147813,5,2,208, Diesel
14817,588,AXO,588_AXO,2,4825,1841,1501,2260,AUDI,"A4 allroad quattro,A4 Ava",B8,2817,0.06395348837209303,5,2,207, Diesel
14818,588,AXP,588_AXP,1,4732,1854,1393,2210,AUDI,A5 Cabriolet,B8,2758,0.06258890469416785,4,2,210, Diesel
14819,588,AXQ,588_AXQ,1,4732,1854,1393,2160,AUDI,A5 Cabriolet,B8,2758,0.09593023255813954,4,1,245,Petrol
14820,588,AXR,588_AXR,2,4732,1854,1393,2235,AUDI,A5 Cabriolet,B8,2758,0.09116022099447514,4,1,240,Petrol
14821,588,AXS,588_AXS,1,4732,1854,1388,1975,AUDI,A5 Coupé,B8,2758,0.10801963993453355,4,1,250,Petrol
14822,588,AXT,588_AXT,2,4732,1854,1388,2040,AUDI,A5 Coupé,B8,2758,0.103125,4,1,250,Petrol
14823,588,AXU,588_AXU,1,4744,1934,1665,2335,AUDI,Q5,8R,2818,0.061366806136680614,5,2,192, Diesel
14824,588,AXV,588_AXV,2,4744,1934,1665,2430,AUDI,Q5,8R,2816,0.05906040268456376,5,2,190, Diesel
14825,588,AXW,588_AXW,1,4362,1777,1468,1855,AUDI,A3,8V,2585,0.07352941176470588,5,2,211, Diesel
14826,588,AXX,588_AXX,1,4551,1796,1441,1890,AUDI,A3 Limousine,8V,2618,0.07130124777183601,5,2,217, Diesel
14827,588,AXY,588_AXY,2,4425,1785,1477,2005,AUDI,S3 Sportback,8V,2626,0.13642384105960265,5,1,250,Petrol
14828,588,AXZ,588_AXZ,1,4425,1785,1477,1880,AUDI,A3 Sportback,8V,2620,0.07207207207207207,5,2,211, Diesel
14829,588,AYA,588_AYA,1,4362,1777,1468,1815,AUDI,A3,8V,2586,0.06266924564796905,5,2,200, Diesel
14830,588,AYB,588_AYB,1,4425,1785,1477,1845,AUDI,A3 Sportback,8V,2621,0.06136363636363636,5,2,200, Diesel
14831,588,AYC,588_AYC,1,4425,1785,1477,1820,AUDI,A3 Sportback g-tron,8V,2621,0.06022304832713755,5,7,197,Petrol/Compressed Natural Gas
14832,588,AYD,588_AYD,2,4551,1796,1441,2010,AUDI,"S3 Limousine,A3 Limousine",8V,2628,0.14539473684210527,5,1,250,Petrol
14833,588,AYE,588_AYE,1,4496,1871,1618,2005,AUDI,Q3,8U,2601,0.07482993197278912,5,1,204,Petrol
14834,588,AYF,588_AYF,1,4551,1796,1441,1785,AUDI,A3 Limousine,8V,2618,0.06870229007633588,5,1,211,Petrol
14835,588,AYG,588_AYG,1,4529,1793,1409,1880,AUDI,A3 Cabriolet,8V,2594,0.07115716753022452,4,1,218,Petrol
14836,588,AYH,588_AYH,1,4529,1793,1409,1930,AUDI,A3 Cabriolet,8V,2594,0.08844221105527639,4,1,242,Petrol
14837,588,AYI,588_AYI,1,4539,1793,1409,2000,AUDI,A3 Cabriolet,8V,2594,0.0707395498392283,4,2,224, Diesel
14838,588,AYJ,588_AYJ,1,4825,1826,1463,2200,AUDI,A4 Avant,B8,2817,0.08296296296296296,5,2,232, Diesel
14839,588,AYK,588_AYK,2,4825,1841,1501,2300,AUDI,"A4 allroad quattro,A4 Ava",B8,2817,0.07920792079207921,5,2,230, Diesel
14840,588,AYL,588_AYL,1,4825,1826,1443,2125,AUDI,A4 Limousine,B8,2817,0.08575803981623277,5,2,240, Diesel
14841,588,AYM,588_AYM,2,4825,1826,1443,2205,AUDI,A4 Limousine,B8,2817,0.08187134502923976,5,2,235, Diesel
14842,588,AYN,588_AYN,1,4732,1854,1393,2245,AUDI,A5 Cabriolet,B8,2758,0.07766990291262135,4,2,234, Diesel
14843,588,AYO,588_AYO,2,4732,1854,1393,2275,AUDI,A5 Cabriolet,B8,2758,0.07567567567567568,4,2,231, Diesel
14844,588,AYP,588_AYP,1,4732,1854,1388,2060,AUDI,A5 Coupé,B8,2758,0.0865533230293663,4,2,240, Diesel
14845,588,AYQ,588_AYQ,2,4732,1854,1388,2130,AUDI,A5 Coupé,B8,2758,0.0830860534124629,4,2,235, Diesel
14846,588,AYR,588_AYR,1,4807,1854,1401,2155,AUDI,A5 Sportback,B8,2817,0.08395802098950525,5,2,238, Diesel
14847,588,AYS,588_AYS,2,4807,1854,1401,2235,AUDI,A5 Sportback,B8,2817,0.08034433285509325,5,2,235, Diesel
14848,588,AYT,588_AYT,1,5057,1874,1478,2240,AUDI,A6 Limousine,4G,2921,0.08151382823871907,5,2,232, Diesel
14849,588,AYU,588_AYU,1,5056,1874,1492,2355,AUDI,A6 Avant,4G,2921,0.0785413744740533,5,2,226, Diesel
14850,588,AYV,588_AYV,2,5378,1949,1481,2530,AUDI,"A8,A8 L",4H,3122,0.11813471502590674,5,1,250,Petrol
14851,588,AYW,588_AYW,2,5378,1949,1481,2625,AUDI,"A8,A8 L",4H,3122,0.15822002472187885,5,1,250,Petrol
14852,588,AYX,588_AYX,2,5378,1949,1481,2585,AUDI,"A8,A8 L",4H,3122,0.09583858764186633,5,2,250, Diesel
